CHR,START,STOP,ENTREZ,GENE
14,103519659,103523111,1152,CKB
19,1259384,1274880,1153,CIRBP
3,50606490,50611831,1154,CISH
19,36114289,36125947,1155,TBCB
19,45306414,45322977,1158,CKM
15,43593054,43604901,1159,CKMT1B
5,81233285,81266397,1160,CKMT2
5,60873831,60945073,1161,ERCC8
1,154974653,154979249,1163,CKS1B
9,89311198,89316703,1164,CKS2
3,184174689,184184091,1173,AP2M1
7,101154397,101161596,1174,AP1S1
19,46838136,46850992,1175,AP2S1
5,115841481,115914081,1176,AP3S1
19,39731250,39738028,1178,CLC
1,86468368,86500289,1179,CLCA1
7,143316126,143352083,1180,CLCN1
3,184346185,184361651,1181,CLCN2
4,169612633,169723673,1182,CLCN3
1,11806096,11843144,1185,CLCN6
16,1444934,1475580,1186,CLCN7
1,16018875,16034050,1187,CLCNKA
1,16043736,16057308,1188,CLCNKB
8,27596917,27615031,1191,CLU
6,31730581,31739763,1192,CLIC1
2,200853009,200864744,1195,CLK1
1,155262868,155278491,1196,CLK2
15,74598500,74645414,1198,CLK3
11,6612763,6619461,1200,TPP1
16,28474111,28495575,1201,CLN3
13,76990660,77019143,1203,CLN5
11,77514936,77637805,1207,CLNS1A
6,35794982,35797344,1208,CLPS
19,44954585,44993341,1209,CLPTM1
9,36190856,36304781,1211,CLTA
5,176392455,176416569,1212,CLTB
17,59619689,59696956,1213,CLTC
14,24505353,24508265,1215,CMA1
3,46201709,46208396,1230,CCR1
3,46163604,46266706,1232,CCR3
3,32951574,32956349,1233,CCR4
3,46370854,46376206,1234,CCR5
6,167111807,167139696,1235,CCR6
17,40553769,40565472,1236,CCR7
3,39329706,39333511,1237,CCR8
3,42804752,42887974,1238,ACKR2
12,108288044,108339341,1240,CMKLR1
14,24311450,24318036,1241,LTB4R
10,99782732,99852192,1244,ABCC2
16,57882340,57971116,1258,CNGB1
4,47935977,48016672,1259,CNGA1
2,98346155,98398601,1261,CNGA3
11,6234765,6244429,1262,CNGA4
1,44800225,44805990,1263,PLK3
19,11538717,11550323,1264,CNN1
19,1026581,1039068,1265,CNN2
1,94896949,94927278,1266,CNN3
17,41966741,41977731,1267,CNP
6,88139864,88166359,1268,CNR1
1,23870526,23913362,1269,CNR2
11,58622673,58625733,1270,CNTF
9,34551432,34590140,1271,CNTFR
12,40692442,41072418,1272,CNTN1
17,50183289,50201632,1277,COL1A1
7,94394561,94431232,1278,COL1A2
12,47972965,48004486,1280,COL2A1
2,188974320,189012746,1281,COL3A1
13,110148963,110307149,1282,COL4A1
13,110305812,110513027,1284,COL4A2
2,227164565,227314792,1285,COL4A3
2,227002711,227164113,1286,COL4A4
9,134641774,134844843,1289,COL5A1
2,189031896,189179879,1290,COL5A2
21,45981737,46005050,1291,COL6A1
21,46098097,46132849,1292,COL6A2
2,237324003,237414375,1293,COL6A3
3,48564073,48595267,1294,COL7A1
3,99638475,99799226,1295,COL8A1
1,36095236,36125220,1296,COL8A2
6,70215061,70303083,1297,COL9A1
1,40300487,40317816,1298,COL9A2
20,62816244,62841159,1299,COL9A3
6,116118923,116158747,1300,COL10A1
1,102876467,103108496,1301,COL11A1
6,33162681,33192499,1302,COL11A2
6,75084326,75206051,1303,COL12A1
10,69801931,69964275,1305,COL13A1
9,98943179,99070792,1306,COL15A1
1,31652247,31704319,1307,COL16A1
10,104031286,104086002,1308,COL17A1
6,69866571,70209976,1310,COL19A1
19,18782773,18791314,1311,COMP
22,19941607,19969975,1312,COMT
1,160289273,160343400,1314,COPA
11,14443440,14500027,1315,COPB1
10,3775996,3785281,1316,KLF6
9,113221562,113264492,1317,SLC31A1
9,113150942,113164137,1318,SLC31A2
1,10449719,10451902,1325,CORT
10,30433937,30461833,1326,MAP3K8
16,85798633,85807044,1327,COX4I1
2,97646040,97648383,1329,COX5B
12,120438090,120440742,1337,COX6A1
16,31427731,31428428,1339,COX6A2
19,35648223,35658861,1340,COX6B1
8,99873200,99894062,1345,COX6C
19,36150922,36152869,1346,COX7A1
6,75237675,75250323,1347,COX7A2
11,63974607,63976543,1351,COX8A
17,14069496,14208677,1352,COX10
17,54951902,54968785,1353,COX11
10,99711844,99732100,1355,COX15
3,149162410,149222055,1356,CP
7,130380339,130388114,1357,CPA1
7,130266827,130289798,1358,CPA2
3,148865256,148897196,1359,CPA3
3,148791102,148860187,1360,CPB1
13,46053186,46105076,1361,CPB2
17,30378905,30469989,1362,CPD
4,165361194,165498320,1363,CPE
7,73799542,73832693,1364,CLDN4
7,73768997,73770270,1365,CLDN3
17,7259903,7263983,1366,CLDN7
12,68842197,68971570,1368,CPM
10,100042193,100081877,1369,CPN1
3,194339765,194351328,1370,CPN2
3,98521132,98593723,1371,CPOX
2,210477682,210679107,1373,CPS1
11,68754620,68844410,1374,CPT1A
22,50568861,50578465,1375,CPT1B
1,53196429,53214197,1376,CPT2
1,207496147,207640647,1378,CR1
1,207645113,207738416,1379,CR1L
1,207454230,207489895,1380,CR2
15,78340324,78348230,1381,CRABP1
1,156699606,156705816,1382,CRABP2
9,129094810,129111189,1384,CRAT
2,207529737,207603431,1385,CREB1
2,175072250,175168382,1386,ATF2
16,3725054,3880726,1387,CREBBP
6,32098176,32128253,1388,ATF6B
12,12611827,12645108,1389,CREBL2
10,35126791,35212958,1390,CREM
8,66176382,66178725,1392,CRH
5,76952713,76981158,1393,CRHBP
17,45784280,45835828,1394,CRHR1
7,30651943,30700129,1395,CRHR2
14,105486317,105488947,1396,CRIP1
14,105472962,105480170,1397,CRIP2
17,1420689,1463162,1398,CRK
22,20917426,20953749,1399,CRKL
4,5748084,5893058,1400,CRMP1
1,159712289,159714589,1401,CRP
5,83637805,83721613,1404,HAPLN1
19,47819779,47843330,1406,CRX
12,106991364,107093829,1407,CRY1
11,45847118,45883248,1408,CRY2
21,43169008,43172805,1409,CRYAA
11,111908565,111923722,1410,CRYAB
17,29246863,29254494,1411,CRYBA1
2,218990189,218993421,1412,CRYBA2
22,26621964,26630672,1413,CRYBA4
22,26599278,26618088,1414,CRYBB1
22,25219522,25231869,1415,CRYBB2
22,25448105,25520854,1416,CRYBB2P1
22,25199850,25207363,1417,CRYBB3
2,208160740,208163576,1418,CRYGA
2,208142573,208146168,1419,CRYGB
2,208128137,208129830,1420,CRYGC
2,208121607,208124501,1421,CRYGD
3,186538441,186546702,1427,CRYGS
16,21238874,21303083,1428,CRYM
1,74705482,74733408,1429,CRYZ
12,56271699,56300392,1431,CS
6,36027677,36111236,1432,MAPK14
20,49046246,49096960,1434,CSE1L
1,109910242,109930992,1435,CSF1
5,150053291,150113372,1436,CSF1R
5,132073790,132076170,1437,CSF2
22,36913628,36940449,1439,CSF2RB
17,40015361,40017813,1440,CSF3
1,36466043,36483278,1441,CSF3R
17,63894909,63896661,1442,CSH1
17,63872012,63873766,1443,CSH2
17,63909597,63918838,1444,CSHL1
15,74782057,74803198,1445,CSK
4,69931081,69946574,1446,CSN1S1
4,69955256,69961007,1447,CSN2
4,70242588,70251428,1448,CSN3
5,149492197,149551552,1452,CSNK1A1
17,82239023,82273731,1453,CSNK1D
22,38290691,38318084,1454,CSNK1E
19,1941149,1981338,1455,CSNK1G2
5,123512099,123617045,1456,CSNK1G3
20,473591,543821,1457,CSNK2A1
16,58157907,58197920,1459,CSNK2A2
6,31665236,31670343,1460,CSNK2B
5,83471465,83582303,1462,VCAN
19,19211973,19252233,1463,NCAN
15,75674322,75712848,1464,CSPG4
1,201483530,201509456,1465,CSRP1
12,76858715,76879060,1466,CSRP2
17,81712236,81721016,1468,SLC25A10
20,23747553,23751268,1469,CST1
20,23823769,23826731,1470,CST2
20,23626706,23638473,1471,CST3
20,23685640,23689040,1472,CST4
20,23875935,23879750,1473,CST5
11,66011841,66013505,1474,CST6
3,122325244,122341972,1475,CSTA
21,43772511,43776445,1476,CSTB
20,56392371,56406369,1477,CSTF1
11,33077188,33162371,1479,CSTF3
5,173232109,173235357,1482,NKX2-5
1,84549606,84574480,1486,CTBS
4,1211448,1249953,1487,CTBP1
10,124984317,125161170,1488,CTBP2
16,30896607,30903560,1489,CTF1
6,131948176,131951373,1490,CTGF
1,70411218,70439851,1491,CTH
2,203867786,203873960,1493,CTLA4
5,138610967,138935034,1495,CTNNA1
2,79185231,80648861,1496,CTNNA2
17,3636468,3661542,1497,CTNS
3,41194837,41260096,1499,CTNNB1
11,57753243,57819546,1500,CTNND1
5,10971840,11904043,1501,CTNND2
1,40979335,41012565,1503,CTPS1
16,75219000,75224924,1504,CTRB1
16,67927640,67932414,1506,CTRL
8,11842524,11869448,1508,CTSB
11,1752752,1764573,1509,CTSD
1,206009264,206023909,1510,CTSE
14,24573522,24576260,1511,CTSG
15,78921058,78949574,1512,CTSH
1,150796208,150808323,1513,CTSK
9,87725519,87731393,1514,CTSL
9,97029679,97039643,1515,CTSV
10,46753605,46759740,1517,CTSLP2
4,155924118,155953917,1519,CTSO
1,150730196,150765957,1520,CTSS
11,65879809,65883741,1521,CTSW
20,58995185,59007247,1522,CTSZ
7,101815904,102283957,1523,CUX1
3,39263494,39281735,1524,CX3CR1
21,17512382,17593579,1525,CXADR
18,74250847,74292016,1528,CYB5A
17,63432304,63446378,1534,CYB561
16,88643283,88651152,1535,CYBA
8,144095027,144097525,1537,CYC1
9,102995311,103018488,1539,CYLC2
16,50742050,50801935,1540,CYLD
15,74719542,74725610,1543,CYP1A1
15,74748844,74756202,1544,CYP1A2
2,38066973,38109902,1545,CYP1B1
19,40843538,40850447,1548,CYP2A6
19,40875439,40882752,1549,CYP2A7
7,99705037,99735196,1551,CYP3A7
19,41088472,41096195,1553,CYP2A13
19,40991299,41018398,1555,CYP2B6
19,40924219,40950660,1556,CYP2B7P
10,94762624,94853260,1557,CYP2C19
10,95036772,95069497,1558,CYP2C8
10,94938658,94989390,1559,CYP2C9
10,94683621,94736190,1562,CYP2C18
22,42140203,42144577,1564,CYP2D7
22,42126499,42130906,1565,CYP2D6
10,133520406,133561220,1571,CYP2E1
19,41114432,41128366,1572,CYP2F1
1,59893308,59926790,1573,CYP2J2
7,99756960,99784265,1576,CYP3A4
7,99648194,99679998,1577,CYP3A5
1,46929177,46941484,1579,CYP4A11
1,46757838,46819413,1580,CYP4B1
8,58490178,58500236,1581,CYP7A1
3,42856005,42876165,1582,CYP8B1
15,74337759,74367740,1583,CYP11A1
8,142872356,142879846,1584,CYP11B1
8,142910559,142917843,1585,CYP11B2
10,102830531,102837533,1586,CYP17A1
8,39451045,39522852,1587,ADAM3A
15,51208057,51338610,1588,CYP19A1
6,32038265,32041670,1589,CYP21A2
20,54153449,54173973,1591,CYP24A1
10,93073475,93077890,1592,CYP26A1
2,218781749,218815293,1593,CYP27A1
12,57762334,57768986,1594,CYP27B1
7,92112151,92142952,1595,CYP51A1
1,56994778,58546734,1600,DAB1
5,39371675,39462300,1601,DAB2
13,71437966,71867192,1602,DACH1
14,22564905,22589269,1603,DAD1
1,207321508,207386804,1604,CD55
3,49468703,49535618,1605,DAG1
12,55927319,55954027,1606,DGKA
7,14145049,14974777,1607,DGKB
3,186105668,186362237,1608,DGKG
4,958887,986895,1609,DGKQ
12,108858932,108901043,1610,DAO
5,10679230,10761272,1611,DAP
9,87497228,87708633,1612,DAPK1
19,3958453,3971123,1613,DAPK3
2,135906677,135986100,1615,DARS
6,33318558,33329286,1616,DAXX
3,16586792,16670306,1618,DAZL
9,119153458,119369467,1620,BRINP1
9,133636360,133659344,1621,DBH
2,119366921,119372560,1622,DBI
5,177456608,177474401,1627,DBN1
19,48630030,48637438,1628,DBP
1,100186919,100249834,1629,DBT
18,52340172,53535903,1630,DCC
16,2239395,2252300,1632,ECI1
4,70992538,71030914,1633,DCK
12,91140484,91183123,1634,DCN
4,182890060,182917936,1635,DCTD
17,63477061,63498380,1636,ACE
13,94436808,94479682,1638,DCT
2,74361154,74392087,1639,DCTN1
11,61299451,61342596,1642,DDB1
11,47214465,47239240,1643,DDB2
7,50458436,50565457,1644,DDC
10,4963253,4983283,1645,AKR1C1
10,4987400,5018031,1646,AKR1C2
1,67685061,67688338,1647,GADD45A
12,57516588,57520517,1649,DDIT3
1,20651767,20661544,1650,DDOST
22,23971365,23980469,1652,DDT
2,15591178,15631111,1653,DDX1
17,64499616,64508199,1655,DDX5
11,118747766,118791149,1656,DDX6
5,119037772,119249138,1657,DMXL1
17,43483865,43544463,1659,DHX8
1,182839369,182887751,1660,DHX9
11,108665025,108940930,1662,DDX10
12,31073845,31104791,1663,DDX11
4,24517441,24584550,1665,DHX15
8,90001405,90052092,1666,DECR1
8,6977649,6980080,1667,DEFA1
8,7015869,7018301,1668,DEFA3
8,6935822,6938338,1669,DEFA4
8,7055304,7056734,1670,DEFA5
8,6924693,6926076,1671,DEFA6
8,6870575,6878022,1672,DEFB1
8,7894629,7896711,1673,DEFB4A
2,219418377,219426739,1674,DES
19,859643,863630,1675,CFD
1,10456522,10472526,1676,DFFA
1,3857267,3885429,1677,DFFB
7,24698353,24758113,1687,DFNA5
14,30874514,30895065,1690,COCH
2,73926826,73958961,1716,DGUOK
11,71428193,71452868,1717,DHCR7
1,54849633,54887218,1718,DHCR24
5,80626228,80654983,1719,DHFR
16,72008588,72027664,1723,DHODH
19,12675717,12681902,1725,DHPS
22,42617840,42649568,1727,CYB5R3
16,69706996,69726951,1728,NQO1
5,141515016,141619055,1729,DIAPH1
16,30378133,30395991,1731,1-Sep
1,53891239,53911086,1733,DIO1
14,80197527,80387757,1734,DIO2
14,101561351,101563452,1735,DIO3
11,112024814,112064390,1737,DLAT
7,107890970,107931730,1738,DLD
3,197042560,197299300,1739,DLG1
11,83455012,85627922,1740,DLG2
17,7189890,7219702,1742,DLG4
14,74881891,74903745,1743,DLST
2,172084740,172089677,1745,DLX1
2,172099439,172102900,1746,DLX2
17,49990005,49995224,1747,DLX3
17,49968970,49974959,1748,DLX4
7,97020392,97025097,1749,DLX5
7,97005548,97011039,1750,DLX6
10,122560665,122643736,1755,DMBT1
9,133663560,133739955,1757,SARDH
4,87650307,87664361,1758,DMP1
9,128191655,128255248,1759,DNM1
19,45769717,45782552,1760,DMPK
9,841690,969090,1761,DMRT1
19,45782947,45792802,1762,DMWD
10,68414064,68472121,1763,DNA2
5,13690331,13944543,1767,DNAH5
2,84516455,84819589,1768,DNAH6
6,38715341,39030529,1769,DNAH8
17,11598431,11969748,1770,DNAH9
16,3611728,3680143,1773,DNASE1
16,2235816,2238711,1775,DNASE1L2
3,58192257,58214697,1776,DNASE1L3
19,12875211,12881468,1777,DNASE2
14,101964528,102050792,1778,DYNC1H1
7,95772506,96110322,1780,DYNC1I1
2,171687409,171748420,1781,DYNC1I2
16,66720893,66751798,1783,DYNC1LI2
19,10718079,10833488,1785,DNM2
19,10133345,10231286,1786,DNMT1
10,17142254,17202054,1787,TRDMT1
2,25227855,25342590,1788,DNMT3A
20,32762385,32809356,1789,DNMT3B
10,96304396,96338564,1791,DNTT
10,126905409,127452517,1793,DOCK1
5,169637247,170083382,1794,DOCK2
3,50675241,51384198,1795,DOCK3
2,74549026,74557554,1796,DOK1
6,31969810,31972292,1797,DXO
11,119096503,119108331,1798,DPAGT1
16,89613308,89638456,1800,DPEP1
17,2030110,2043430,1801,DPH1
1,43970000,43973369,1802,DPH2
2,161992241,162074542,1803,DPP4
7,153887097,154894285,1804,DPP6
1,168695459,168729264,1805,DPT
1,97077743,97921049,1806,DPYD
8,104330324,104467053,1807,DPYS
8,26514022,26658178,1808,DPYSL2
5,147390811,147510056,1809,DPYSL3
1,93345888,93369498,1810,DR1
7,107765467,107803225,1811,SLC26A3
5,175440039,175444208,1812,DRD1
11,113409615,113475691,1813,DRD2
3,114128652,114199407,1814,DRD3
11,637293,640706,1815,DRD4
4,9781680,9784009,1816,DRD5
17,18087886,18107971,1819,DRG2
19,925781,975934,1820,ARID3A
12,6924463,6942321,1822,ATN1
18,31129236,31162856,1823,DSC1
18,31058840,31102415,1824,DSC2
18,30990008,31042815,1825,DSC3
21,40010999,40847139,1826,DSCAM
21,34513142,34615142,1827,RCAN1
18,31318089,31357029,1828,DSG1
18,31498043,31549008,1829,DSG2
18,31447795,31478702,1830,DSG3
6,7541575,7586717,1832,DSP
12,90963679,91005026,1833,EPYC
4,87608529,87616910,1834,DSPP
5,149960737,149993455,1836,SLC26A2
18,34493290,34891844,1837,DTNA
2,25377198,25673647,1838,DTNB
5,140332843,140346631,1839,HBEGF
12,113056709,113098028,1840,DTX1
2,241675742,241686991,1841,DTYMK
9,92493554,92536655,1842,ECM2
5,172768090,172771195,1843,DUSP1
2,96143166,96145440,1844,DUSP2
17,43766121,43778988,1845,DUSP3
8,29333064,29350668,1846,DUSP4
10,110497838,110511544,1847,DUSP5
12,89347232,89353271,1848,DUSP6
3,52048919,52056550,1849,DUSP7
11,1554044,1571920,1850,DUSP8
15,48331011,48343373,1854,DUT
1,1335276,1349350,1855,DVL1
17,7225341,7234545,1856,DVL2
3,184155388,184173610,1857,DVL3
21,37365790,37517450,1859,DYRK1A
9,129812944,129824134,1861,TOR1A
20,33675683,33686404,1869,E2F1
1,23506430,23531220,1870,E2F2
6,20401906,20493715,1871,E2F3
16,67192169,67198918,1874,E2F4
8,85177225,85217158,1875,E2F5
2,11444375,11466177,1876,E2F6
16,2223566,2235742,1877,E4F1
5,158695916,159099761,1879,EBF1
13,99294530,99307405,1880,GPR183
1,21217247,21345504,1889,ECE1
22,50525752,50530056,1890,TYMP
19,38815422,38832005,1891,ECH1
10,133362480,133373689,1892,ECHS1
1,150508062,150513789,1893,ECM1
3,172750682,172821474,1894,ECT2
1,101236888,101241518,1901,S1PR1
9,110873263,111038458,1902,LPAR1
9,88991447,89005010,1903,S1PR3
6,12290363,12297194,1906,EDN1
1,41478775,41484673,1907,EDN2
20,59300427,59325992,1908,EDN3
4,147480917,147544954,1909,EDNRA
13,77895481,77919768,1910,EDNRB
12,8913896,8941467,1911,PHC1
1,33323623,33431052,1912,PHC2
6,73515750,73523797,1915,EEF1A1
20,63488013,63499315,1917,EEF1A2
2,206159585,206162928,1933,EEF1B2
8,143579697,143599541,1936,EEF1D
11,62559601,62574086,1937,EEF1G
19,3976056,3985469,1938,EEF2
1,206571292,206612463,1939,EIF2D
1,155127460,155134857,1942,EFNA1
19,1286154,1300237,1943,EFNA2
1,155078872,155087538,1944,EFNA3
1,155063731,155069553,1945,EFNA4
5,107376889,107670895,1946,EFNA5
13,106489731,106535114,1948,EFNB2
17,7705202,7711378,1949,EFNB3
4,109912884,110012266,1950,EGF
3,48636469,48662915,1951,CELSR3
1,109250019,109275750,1952,CELSR2
1,3489920,3611495,1953,MEGF6
19,42325609,42378769,1954,MEGF8
9,120600813,120714470,1955,MEGF9
7,55019021,55211628,1956,EGFR
5,138465490,138469315,1958,EGR1
10,62811996,62919900,1959,EGR2
8,22687659,22693302,1960,EGR3
2,73290929,73293705,1961,EGR4
3,185190624,185281990,1962,EHHADH
14,67359997,67386516,1965,EIF2S1
12,123620406,123633766,1967,EIF2B1
1,16124337,16156087,1969,EPHA2
17,7572706,7579005,1973,EIF4A1
3,186783205,186789900,1974,EIF4A2
12,53006158,53042209,1975,EIF4B
4,98871684,98930637,1977,EIF4E
8,38030341,38060365,1978,EIF4EBP1
10,70404379,70428618,1979,EIF4EBP2
3,184314495,184335358,1981,EIF4G1
11,10797050,10809110,1982,EIF4G2
14,103333544,103345025,1983,EIF5
17,7306999,7312463,1984,EIF5A
12,51328443,51346679,1990,CELA1
19,851014,856247,1991,ELANE
6,2832332,2842006,1992,SERPINB1
9,23690104,23826337,1993,ELAVL2
19,7958579,8005659,1994,ELAVL1
19,11451326,11481046,1995,ELAVL3
1,50048014,50203786,1996,ELAVL4
13,40932028,41061440,1997,ELF1
4,139028112,139177218,1998,ELF2
1,202007945,202017188,1999,ELF3
11,34478793,34513805,2001,ELF5
12,96194382,96269835,2004,ELK3
1,205597556,205631962,2005,ELK4
7,74027789,74069907,2006,ELN
14,99737693,99942060,2009,EML1
11,63838928,63911019,2011,MARK2
12,13196716,13219939,2012,EMP1
16,10528422,10580698,2013,EMP2
19,48321509,48330553,2014,EMP3
19,6887566,6940459,2015,ADGRE1
2,72916260,72936071,2016,EMX1
11,70398404,70436584,2017,CTTN
10,117542444,117549546,2018,EMX2
2,118842171,118847678,2019,EN1
7,155458129,155464831,2020,EN2
9,128818474,128822677,2021,ENDOG
9,127815012,127854756,2022,ENG
1,8861002,8879249,2023,ENO1
12,6913745,6923698,2026,ENO2
17,4948092,4957131,2027,ENO3
4,110365733,110565285,2028,ENPEP
1,150600851,150629612,2029,ENSA
6,44219505,44234151,2030,SLC29A1
22,41091786,41180079,2033,EP300
2,46293667,46386703,2034,EPAS1
1,28887091,29120046,2035,EPB41
20,36091504,36232799,2036,EPB41L1
6,130839347,131063322,2037,EPB41L2
15,43106225,43221283,2038,EPB42
8,22048995,22082527,2039,DMTN
9,121338988,121370304,2040,STOM
7,143390289,143408892,2041,EPHA1
3,89107524,89482134,2042,EPHA3
2,221418027,221574202,2043,EPHA4
4,65319563,65670495,2044,EPHA5
6,93240020,93419547,2045,EPHA7
1,22563564,22603594,2046,EPHA8
3,134597801,135260467,2047,EPHB1
1,22710839,22921500,2048,EPHB2
3,184561784,184582409,2049,EPHB3
7,100802565,100827521,2050,EPHB4
7,142855061,142871094,2051,EPHB6
1,225810092,225845563,2052,EPHX1
8,27490779,27545564,2053,EPHX2
12,130789600,130839266,2054,STX2
8,1755778,1801711,2055,CLN8
7,100720800,100723700,2056,EPO
19,11377205,11384342,2057,EPOR
1,219968601,220046658,2058,EPRS
12,15620158,15882329,2059,EPS8
1,51354263,51519328,2060,EPS15
19,17231883,17245940,2063,NR2F6
17,39687914,39730426,2064,ERBB2
12,56079857,56103505,2065,ERBB3
2,211375717,212538841,2066,ERBB4
19,45407333,45478828,2067,ERCC1
19,45349837,45370918,2068,ERCC2
4,74365143,74388751,2069,EREG
6,133240598,133532120,2070,EYA4
2,127257290,127294176,2071,ERCC3
16,13920157,13952345,2072,ERCC4
13,102844844,102876001,2073,ERCC5
10,49455368,49539538,2074,ERCC6
19,42247572,42255157,2077,ERF
21,38380027,38661780,2078,ERG
14,69380123,69398627,2079,ERH
17,64039142,64130819,2081,ERN1
7,64990809,65006743,2086,ERV3-1
19,39834458,39846414,2091,FBL
13,46771256,46797232,2098,ESD
6,151656691,152129619,2099,ESR1
14,64084232,64338112,2100,ESR2
11,64305572,64316743,2101,ESRRA
14,76310614,76501841,2103,ESRRB
1,216503246,217137755,2104,ESRRG
5,138506095,138543300,2107,ETF1
15,76215355,76311472,2108,ETFA
19,51345169,51366418,2109,ETFB
4,158672125,158709623,2110,ETFDH
11,128458761,128587558,2113,ETS1
21,38805307,38824955,2114,ETS2
7,13891228,13991425,2115,ETV1
19,35641745,35644871,2116,ETV2
1,157121191,157138474,2117,ETV3
17,43527844,43579620,2118,ETV4
3,186046308,186110318,2119,ETV5
12,11649854,11895402,2120,ETV6
4,5711197,5814305,2121,EVC
3,169083499,169663618,2122,MECOM
17,31317560,31321884,2123,EVI2A
17,31303766,31314112,2124,EVI2B
17,76004502,76027452,2125,EVPL
7,27242700,27250493,2128,EVX1
22,29268009,29300525,2130,EWSR1
8,117794490,118111853,2131,EXT1
11,44095549,44245429,2132,EXT2
1,26019884,26036464,2134,EXTL1
1,100872372,100895998,2135,EXTL2
8,28600469,28755599,2137,EXTL3
8,71197433,71362232,2138,EYA1
20,46894624,47188844,2139,EYA2
1,27970344,28088696,2140,EYA3
17,42700275,42745049,2145,EZH1
7,148807383,148884321,2146,EZH2
11,46719180,46739506,2147,F2
5,76716043,76735781,2149,F2R
5,76818933,76835315,2150,F2RL1
5,76615482,76623434,2151,F2RL2
1,94529225,94541800,2152,F3
1,169514166,169586588,2153,F5
13,113105788,113120681,2155,F7
13,113122814,113149529,2159,F10
4,186265945,186288806,2160,F11
5,177402140,177409576,2161,F12
6,6144085,6321013,2162,F13A1
1,197039191,197067267,2165,F13B
1,46394265,46413848,2166,FAAH
8,81478419,81483263,2167,FABP4
2,88122982,88128116,2168,FABP1
4,119317250,119322390,2169,FABP2
1,31365625,31376850,2170,FABP3
